REGION,TECHNOLOGY,TIMESLICE,YEAR,value
Atlantis,NG_Imp,WD,2039,0.0
Atlantis,NG_Imp,WD,2040,0.0
Atlantis,NG_Imp,WN,2014,1.2858666909624694
Atlantis,NG_Imp,WN,2015,0.0
Atlantis,NG_Imp,WN,2016,0.0
Atlantis,NG_Imp,WN,2017,0.0
Atlantis,NG_Imp,WN,2018,0.0
Atlantis,NG_Imp,WN,2019,0.019079999023406232
Atlantis,NG_Imp,WN,2020,0.0
Atlantis,NG_Imp,WN,2021,0.0
Atlantis,NG_Imp,WN,2022,0.0
Atlantis,NG_Imp,WN,2023,0.0
Atlantis,NG_Imp,WN,2024,0.0
Atlantis,NG_Imp,WN,2025,0.0
Atlantis,NG_Imp,WN,2026,0.0
Atlantis,NG_Imp,WN,2027,0.0
Atlantis,NG_Imp,WN,2028,0.0
Atlantis,NG_Imp,WN,2029,0.0
Atlantis,NG_Imp,WN,2030,3.194030142377516
Atlantis,NG_Imp,WN,2031,0.0
Atlantis,NG_Imp,WN,2032,0.0
Atlantis,NG_Imp,WN,2033,0.0
Atlantis,NG_Imp,WN,2034,0.0
Atlantis,NG_Imp,WN,2035,0.0
Atlantis,NG_Imp,WN,2036,0.0
Atlantis,NG_Imp,WN,2037,0.0
Atlantis,NG_Imp,WN,2038,0.0
Atlantis,NG_Imp,WN,2039,0.0
Atlantis,NG_Imp,WN,2040,0.0
Atlantis,CO_Imp,ID,2014,1.9706846400000002
Atlantis,CO_Imp,ID,2015,1.9706846400000002
Atlantis,CO_Imp,ID,2016,1.9706846400000002
Atlantis,CO_Imp,ID,2017,1.9706846400000002
Atlantis,CO_Imp,ID,2018,1.9706846400000002
Atlantis,CO_Imp,ID,2019,1.9706846400000002
Atlantis,CO_Imp,ID,2020,1.9706846400000002
Atlantis,CO_Imp,ID,2021,1.9706846400000002
Atlantis,CO_Imp,ID,2022,1.9706846400000002
Atlantis,CO_Imp,ID,2023,1.9706846400000002
Atlantis,CO_Imp,ID,2024,1.9706846400000002
Atlantis,CO_Imp,ID,2025,1.9706846400000002
Atlantis,CO_Imp,ID,2026,1.9706846400000002
Atlantis,CO_Imp,ID,2027,1.9706846400000002
Atlantis,CO_Imp,ID,2028,1.9706846400000002
Atlantis,CO_Imp,ID,2029,1.9706846400000002
Atlantis,CO_Imp,ID,2030,1.9706846400000002
Atlantis,CO_Imp,ID,2031,1.9706846400000002
Atlantis,CO_Imp,ID,2032,1.8638915114311894
Atlantis,CO_Imp,ID,2033,1.9706846400000002
Atlantis,CO_Imp,ID,2034,1.9706846400000002
Atlantis,CO_Imp,ID,2035,1.9706846400000002
Atlantis,CO_Imp,ID,2036,1.9706846400000002
Atlantis,CO_Imp,ID,2037,1.9706846400000002
Atlantis,CO_Imp,ID,2038,1.9706846400000002
Atlantis,CO_Imp,ID,2039,1.9706846400000002
Atlantis,CO_Imp,ID,2040,1.9706846400000002
Atlantis,CO_Imp,IN,2014,1.97068464
Atlantis,CO_Imp,IN,2015,1.97068464
Atlantis,CO_Imp,IN,2016,1.97068464
Atlantis,CO_Imp,IN,2017,1.97068464
Atlantis,CO_Imp,IN,2018,1.97068464
Atlantis,CO_Imp,IN,2019,1.97068464
Atlantis,CO_Imp,IN,2020,1.97068464
Atlantis,CO_Imp,IN,2021,1.97068464
Atlantis,CO_Imp,IN,2022,1.97068464
Atlantis,CO_Imp,IN,2023,1.97068464
Atlantis,CO_Imp,IN,2024,1.97068464
Atlantis,CO_Imp,IN,2025,1.97068464
Atlantis,CO_Imp,IN,2026,1.9706846400000002
Atlantis,CO_Imp,IN,2027,1.97068464
Atlantis,CO_Imp,IN,2028,1.97068464
Atlantis,CO_Imp,IN,2029,1.97068464
Atlantis,CO_Imp,IN,2030,1.97068464
Atlantis,CO_Imp,IN,2031,1.97068464
Atlantis,CO_Imp,IN,2032,1.97068464
Atlantis,CO_Imp,IN,2033,1.97068464
Atlantis,CO_Imp,IN,2034,1.9706846400000002
Atlantis,CO_Imp,IN,2035,1.97068464
Atlantis,CO_Imp,IN,2036,1.97068464
Atlantis,CO_Imp,IN,2037,1.97068464
Atlantis,CO_Imp,IN,2038,1.97068464
Atlantis,CO_Imp,IN,2039,1.97068464
Atlantis,CO_Imp,IN,2040,1.9706846400000002
Atlantis,CO_Imp,SD,2014,1.9706846400000002
Atlantis,CO_Imp,SD,2015,1.9706846400000002
Atlantis,CO_Imp,SD,2016,1.9706846400000002
Atlantis,CO_Imp,SD,2017,1.9706846400000002
Atlantis,CO_Imp,SD,2018,1.9706846400000002
Atlantis,CO_Imp,SD,2019,1.9706846400000002
Atlantis,CO_Imp,SD,2020,1.9706846400000002
Atlantis,CO_Imp,SD,2021,1.9706846400000002
Atlantis,CO_Imp,SD,2022,1.9706846400000002
Atlantis,CO_Imp,SD,2023,1.9706846400000002
Atlantis,CO_Imp,SD,2024,1.9706846400000002
Atlantis,CO_Imp,SD,2025,1.9706846400000002
Atlantis,CO_Imp,SD,2026,1.9706846400000002
Atlantis,CO_Imp,SD,2027,1.9706846400000002
Atlantis,CO_Imp,SD,2028,1.9706846400000002
Atlantis,CO_Imp,SD,2029,1.9706846400000002
Atlantis,CO_Imp,SD,2030,1.9706846400000002
Atlantis,CO_Imp,SD,2031,1.9706846400000002
Atlantis,CO_Imp,SD,2032,1.9706846400000002
Atlantis,CO_Imp,SD,2033,1.9706846400000002
Atlantis,CO_Imp,SD,2034,1.9706846400000002
Atlantis,CO_Imp,SD,2035,1.9706846400000002
Atlantis,CO_Imp,SD,2036,1.9706846400000002
Atlantis,CO_Imp,SD,2037,1.9706846400000002
